Riesgo,Vulnerabilidad,Tipo,Tecnología,Descripción,Solución,Archivos afectados,Línea afectada,CWE
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,597,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,699,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,705,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,758,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,795,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,801,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,849,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,853,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,930,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,934,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,971,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/calendars/dynarch/calendar-setup.js,101,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/calendars/dynarch/calendar-setup.js,129,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/calendars/dynarch/calendar.js,641,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/dojo/canigo-dirtyFormWarning-tag.js,26,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/dojo/canigo-dirtyFormWarning-tag.js,48,"CWE-489, CWE-215"
